GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
gene-BTH_RS14925	95.2460874177488	1.52541626657516	0.232790510299335	6.55274248341865	5.6489884540671e-11	1.13135962310487e-09
gene-BTH_RS34420	369.570962469723	-1.04487600498815	0.159953925073862	-6.53235614259329	6.47429742825093e-11	1.29070167996232e-09
gene-BTH_RS04535	59.0382296101045	-2.0410524413967	0.312802450963594	-6.52505258545511	6.79776806850394e-11	1.34900000117434e-09
gene-BTH_RS29135	248.993939684803	-1.01947606935069	0.156732937007634	-6.50454262399889	7.79301184561722e-11	1.53947406732057e-09
gene-BTH_RS10395	857.785488704811	-1.192696495245	0.184541544323309	-6.4630243537761	1.02630767113712e-10	2.01825028903254e-09
gene-BTH_RS35465	914.458798347469	-1.3832691036779	0.215457954561079	-6.42013476130801	1.36153761111466e-10	2.64162609727872e-09
gene-BTH_RS08570	2447.14657211895	1.00470756947191	0.156596657777891	6.4158940792781	1.39998763262222e-10	2.70415388950053e-09
gene-BTH_RS06585	294.522116185156	1.25020580470875	0.196985114436335	6.3467019235751	2.19979759262532e-10	4.21159486235666e-09
gene-BTH_RS08115	413.332212809364	-1.01961466274704	0.160825462411434	-6.33988329620714	2.29939271652566e-10	4.38296523948269e-09
gene-BTH_RS04520	120.511228225665	-1.7137055290663	0.274225766274582	-6.24925058045189	4.12426781756029e-10	7.82710390179782e-09
gene-BTH_RS05620	76.6385803980127	-1.68706529150826	0.270657463907076	-6.23321177681422	4.56967729694404e-10	8.63470327500818e-09
gene-BTH_RS12315	242.970186079002	1.05677743750739	0.171396716387794	6.16568076553098	7.01805448319978e-10	1.32036644086521e-08
gene-BTH_RS30280	2506.26325327066	1.02624198385516	0.170905706904504	6.00472624608485	1.9165499378988e-09	3.57481803867304e-08
gene-BTH_RS29155	845.766491622512	-1.43601509905614	0.240698292702564	-5.96603774348602	2.43084077560123e-09	4.47645508930634e-08
gene-BTH_RS05860	240.252572289407	1.50926837509177	0.255176280796067	5.91461075607551	3.32661329585922e-09	6.0491470225122e-08
gene-BTH_RS10740	935.784428570317	-1.30034574086779	0.220725012882136	-5.89124777427085	3.83290343783878e-09	6.91194951902379e-08
gene-BTH_RS22285	582.380231737143	1.10307694469158	0.187801464393371	5.87363335134101	4.26345772503253e-09	7.65660631115346e-08
gene-BTH_RS05330	161.627770076864	1.60750075637611	0.278066175640784	5.78100070126016	7.42575810928954e-09	1.31188393264115e-07
gene-BTH_RS21670	907.142862596149	-2.79527501954355	0.483956616749008	-5.77587933050876	7.65522241836254e-09	1.34151599315337e-07
gene-BTH_RS11165	716.538134979554	-1.01571216877774	0.176058168717445	-5.76918512885283	7.96557604876227e-09	1.39029692802895e-07
gene-BTH_RS10365	229.446527483945	-1.07283880269452	0.186695213959601	-5.7464719097013	9.11247609788667e-09	1.58411284485662e-07
MSTRG.4009.1	306.63505880422	1.40616311793481	0.246717800957422	5.69947978004831	1.20173576507995e-08	2.06432554744564e-07
gene-BTH_RS01060	205.879745121811	-1.17018862848251	0.206011107443983	-5.68022104730787	1.34520777171487e-08	2.29265606896973e-07
gene-BTH_RS10705	9529.52187425903	-1.12995742316089	0.198923661382912	-5.68035705408526	1.3441384794393e-08	2.29265606896973e-07
gene-BTH_RS21675	442.487342283369	-2.74726257917174	0.484345477187	-5.67211362254769	1.41046373037693e-08	2.39448256727271e-07
gene-BTH_RS10875	379.611176320212	-1.03360753158906	0.189532317718306	-5.45346326173919	4.93981554006031e-08	8.01061131981423e-07
gene-BTH_RS22235	381.65436061761	1.13798581010662	0.210544920691058	5.40495494439611	6.48246857822579e-08	1.03576501621211e-06
gene-BTH_RS27230	87.0155311579809	1.35043812656207	0.25172340356382	5.36476985231802	8.10524994417608e-08	1.29030828781646e-06
gene-BTH_RS10730	532.211213656981	-1.39193427523347	0.262188154511073	-5.30891366098952	1.1028055468344e-07	1.73651916903706e-06
gene-BTH_RS05320	233.430168126064	1.58881273784651	0.29935790739493	5.30740193794333	1.11198793541309e-07	1.74465688350372e-06
gene-BTH_RS10725	1879.42887124719	-1.2777336984764	0.24264176010909	-5.2659265985457	1.39484011319132e-07	2.18056659421924e-06
gene-BTH_RS21690	435.027078544506	-2.45553688476998	0.467948387715793	-5.24745238840601	1.54216886506845e-07	2.40224583784498e-06
gene-BTH_RS05395	615.373787749334	1.44840318389549	0.277248560565507	5.22420452225673	1.74905376016694e-07	2.66715355848615e-06
gene-BTH_RS14920	68.2978032324205	1.38734306868282	0.266237363309887	5.21092551186372	1.87900888834033e-07	2.85530511493954e-06
gene-BTH_RS25685	103.879950537442	1.35984111011713	0.261189279195773	5.20634351572243	1.92597964215613e-07	2.91648345812214e-06
MSTRG.909.4	49.4248551991461	-1.76316882598614	0.346984972327129	-5.0813982350909	3.74666715464723e-07	5.59553795673431e-06
gene-BTH_RS10710	1291.34835282808	-1.13422052827177	0.224060934170505	-5.06210746853646	4.1464716517844e-07	6.171426643375e-06
gene-BTH_RS10775	153.644924579786	1.02818385445674	0.204481322404935	5.02825315468482	4.94968148256661e-07	7.29197143160491e-06
gene-BTH_RS08110	138.037182415791	-1.09590324947589	0.220741709311168	-4.96464058784222	6.88284129093691e-07	1.0071659343573e-05
gene-BTH_RS25675	72.9305535708366	1.34618748074073	0.271518182896588	4.95800121516521	7.12221180277423e-07	1.03869572130392e-05
gene-BTH_RS35130	134.627515879484	1.00265861804802	0.20232875101393	4.9555913977791	7.21106150123042e-07	1.04464244281158e-05
gene-BTH_RS24310	157.0772603256	-1.00264816288311	0.205188912829504	-4.88646364492529	1.02663273937248e-06	1.46286750338125e-05
gene-BTH_RS25670	107.839262208395	1.22032192465001	0.250140713224019	4.87854179722085	1.06873018175493e-06	1.51293204231496e-05
gene-BTH_RS03260	777.306984234727	-1.12228131951451	0.232722213824737	-4.8224073717333	1.41835900770113e-06	1.99488292798353e-05
gene-BTH_RS08575	1065.73524726885	1.0331263324918	0.214329909023919	4.82026207726569	1.4336975080783e-06	2.00995140971236e-05
gene-BTH_RS25755	105.402534821728	1.36733744028891	0.285974468249851	4.78132697879271	1.7414184684749e-06	2.43350632282699e-05
gene-BTH_RS25690	84.1395133524743	1.44094950886372	0.304262601114072	4.73587454911517	2.18112481934712e-06	2.99973685597551e-05
gene-BTH_RS04395	13.3478071874394	-2.25249248217803	0.480010522236397	-4.69258980341417	2.69768052258472e-06	3.67527258656839e-05
gene-BTH_RS09375	132.713911811427	-1.20653620405487	0.259988483736749	-4.64072941506341	3.47181493527037e-06	4.68587195921896e-05
gene-BTH_RS10690	2488.33865980902	-1.00179091344742	0.218036194934597	-4.5946083114683	4.33562884688997e-06	5.8156305458592e-05
gene-BTH_RS11985	81.6615013769811	1.09453663273711	0.238272589992508	4.59363216210278	4.35596926533093e-06	5.82493613142406e-05
gene-BTH_RS21680	13.9917270204612	-2.32302098621768	0.510629440765073	-4.54932834020912	5.38174149138789e-06	7.15261422678035e-05
gene-BTH_RS05310	76.4725669232889	1.57118566083337	0.348151568549243	4.51293575203623	6.39363947044294e-06	8.42022943592274e-05
gene-BTH_RS25680	44.671598163071	1.44348800220524	0.320255375254465	4.50730296426185	6.56568530922173e-06	8.59471938369808e-05
gene-BTH_RS24550	95.865717098236	-1.49870369210759	0.33318921909119	-4.49805577802149	6.85777076957582e-06	8.95011164101396e-05
gene-BTH_RS18795	5218.74271906937	1.5717514609612	0.351586550552365	4.47045388537153	7.80537728045968e-06	0.000101563382218197
gene-BTH_RS21340	120.305895015601	1.45494558134377	0.325783154504674	4.46599390185135	7.96978798823343e-06	0.000103085412490662
gene-BTH_RS29025	105.844328877278	-1.02166169548742	0.228923178230134	-4.46290193673774	8.08570632876663e-06	0.000104274420489079
gene-BTH_RS14870	49.2150272631808	1.31721485993915	0.298256071285537	4.41638909230486	1.00363358431039e-05	0.000127537764836636
gene-BTH_RS14490	60.4957825469761	1.18166412599168	0.272274032981834	4.3399809855188	1.42495045485193e-05	0.000179502454399608
gene-BTH_RS21695	261.551530268021	-1.97768983198421	0.455880280284734	-4.33817806453261	1.43668737080638e-05	0.000180457899234813
gene-BTH_RS01070	58.3024524046017	-1.20606685404143	0.290704307826126	-4.14877530732291	3.34258691293978e-05	0.000398934505092608
gene-BTH_RS05375	129.444723638043	1.27854367509894	0.308630427120883	4.14263650873984	3.43335881993188e-05	0.000407687907962403
gene-BTH_RS03255	568.617955490249	-1.12886961955797	0.277248247663833	-4.07169253212645	4.66727613214644e-05	0.000546738061194297
gene-BTH_RS34505	91.3184188589588	1.00284471564918	0.247111227996411	4.05827255920457	4.94370489987892e-05	0.000577562943410586
gene-BTH_RS10190	250.63505802385	-1.1572407171084	0.290267450962184	-3.98680841848562	6.69680574999977e-05	0.00075792494243487
gene-BTH_RS34830	193.37132359293	1.08141582478466	0.273552961462642	3.95322287502393	7.71055548030202e-05	0.000861441494020375
gene-BTH_RS01035	46.2311277925931	1.22613465551478	0.310261417149202	3.95194048548146	7.75200222373772e-05	0.000863851324727285
MSTRG.4009.4	68.5351529627003	1.095083866031	0.280937665782811	3.89796029300533	9.70063172428121e-05	0.00107002399679508
gene-BTH_RS06000	41.7561637134536	-1.39082959643518	0.358401840404126	-3.88064300916231	0.000104180664889929	0.00114335648891826
gene-BTH_RS25705	49.5216466217408	1.21437391693386	0.32192345002193	3.77224435452321	0.000161785696427704	0.00174905631013632
gene-BTH_RS05630	62.5927429822134	-1.14227166092448	0.305440840629804	-3.73974763351611	0.000184205100054364	0.00196214550204968
gene-BTH_RS10745	65.1197142134514	-1.08434130666891	0.298994128331745	-3.62663077271469	0.000287143426984534	0.00292254176504634
gene-BTH_RS34650	46.2297430552177	1.05470408018764	0.297515117938445	3.54504365188547	0.000392548070973298	0.00393090764158976
gene-BTH_RS25465	40.6453844096595	1.23196775218529	0.350002376616705	3.51988396220077	0.000431735635578476	0.00424507482403633
gene-BTH_RS05255	58.3195545855268	1.27048231325535	0.383646973290376	3.31159217120617	0.000927666749008633	0.00854160951523627
gene-BTH_RS24590	13.5490505438534	-1.55191834131842	0.476811636487699	-3.25478285880395	0.00113479093050505	0.0103175761171024
gene-BTH_RS10735	1139.79558041403	-1.18138622758555	0.378996082929062	-3.117146273532	0.00182610942204836	0.0157868541564707
gene-BTH_RS05400	66.0904748589385	1.1341719739457	0.375957352919237	3.0167569942151	0.00255494540677726	0.0208717908606278
MSTRG.615.2	8.47089357897024	-1.49674657152929	0.500159614446567	-2.99253783851672	0.00276668367890955	0.0223079912217828
gene-BTH_RS03765	110.622518632672	-1.11731312028176	0.381615088277434	-2.92785362687093	0.00341310684282042	0.0265355319121602
gene-BTH_RS14900	4.09749033335838	1.43737815905482	0.50455660470497	2.84879465584501	0.00438851949435795	0.0331119891015272
gene-BTH_RS09840	46.4268765323779	-1.00228474353488	0.353627092759203	-2.834298514049	0.00459264089137079	0.0342948751097894
MSTRG.1984.1	22.0247770453764	-1.13338032400472	0.407910950201621	-2.77849938434973	0.00546106167733663	0.0394248738367192
gene-BTH_RS12745	29.1754404068819	-1.35749129774161	0.495596998708135	-2.73910314485391	0.00616070421258248	0.0433945227032147
gene-BTH_RS24545	16.0908405950796	-1.16585710954349	0.432364065412926	-2.69647087444708	0.00700785257541797	0.0481900748303267
